,keyword,title,author,rating,rating_NUM,review_NUM,summary
80,deep learning,Creacion de Modelos de Negocio de exito basados en Inteligencia Artificial: Utiliza Machine Learning y Deep Learning para hacer crecer tu negocio,Bert Langa,3.67,18,2,"Cada pocos anos, aparece alguna tendencia tecnologica que produce la creacion de miles de startups y nuevos negocios. En este momento, podemos afirmar sin ningun tipo de duda que una de estas tendencias es la Inteligencia Artificial (IA) y los algoritmos de Aprendizaje Automatico (Machine Learning o Deep Learning, en ingles). En principio, hay una razon muy importante que"
81,deep learning,Deep Learning: How the Mind Overrides Experience,Stellan Ohlsson,3.5,14,3,"Although the ability to retain, process, and project prior experience onto future situations is indispensable, the human mind also possesses the ability to override experience and adapt to changing circumstances. Cognitive scientist Stellan Ohlsson analyzes three types of deep, non-monotonic cognitive change: creative insight, adaptation of cognitive skills by learning"
82,deep learning,Deep Learning with Python: With Natural Language Processing,Narendra Mohan Mittal,5,36,34,"How to Use This Book This book is for Students, data scientists, Deep Learning experts and professionals, and researchers in academia who want to understand the understanding of machine learning approaches/algorithms in practice using Python. This book presents some common machine and deep learning and associated technologies and their relationship. It will help the"
83,deep learning,Vintage Innovation: Leveraging Retro Tools and Classic Ideas to Design Deeper Learning Experiences,John Spencer,4.41,17,4, 
84,deep learning,Foundations of Deep Reinforcement Learning: Theory and Practice in Python (Addison-Wesley Data & Analytics Series),"Laura Graesser, Wah Loon Keng",3.17,6,0,"The Contemporary Introduction to Deep Reinforcement Learning that Combines Theory and Practice Deep reinforcement learning (deep RL) combines deep learning and reinforcement learning, in which artificial agents learn to solve sequential decision-making problems. In the past decade deep RL has achieved remarkable results on a range of problems, from single and multiplayer"
85,deep learning,Write and Organize for Deeper Learning: 28 evidence-based and easy-to-apply tactics that will make your instruction better for learning (Make It Learnable Book 1),Patti Shank,4.27,11,1,"Patti Shank, PhD is writing the Make It Learnable series to help anyone who builds adult instructional materials (content experts, instructors, instructional designers, trainers, and so on) apply critical learning, writing, information design, and usability principles. These principles make it easier for people to learn, remember, and apply what they are learning. The"
86,deep learning,Pro Deep Learning with TensorFlow: A Mathematical Approach to Advanced Artificial Intelligence in Python,Santanu Pattanayak,3.86,7,1,"Deploy deep learning solutions in production with ease using TensorFlow. You'll also develop the mathematical understanding and intuition required to invent new deep learning architectures and solutions on your own.Pro Deep Learning with TensorFlow provides practical, hands-on expertise so you can learn deep learning from scratch and deploy meaningful deep learning"
87,deep learning,Introduction to Deep Learning: From Logical Calculus to Artificial Intelligence,Sandro Skansi,3.82,11,3,"This textbook presents a concise, accessible and engaging first introduction to deep learning, offering a wide range of connectionist models which represent the current state-of-the-art. The text explores the most popular algorithms and architectures in a simple and intuitive style, explaining the mathematical derivations in a step-by-step manner. The content coverage"
88,deep learning,Python Machine Learning: A Complete Guide for Beginners on Machine Learning and Deep Learning with Python (Data Science Book 3),Andrew Park,4,1,0,"If you want to learn how to design and master different Machine Learning algorithms quickly and easily, then keep reading. Today, we live in the era of Artificial Intelligence. Self-driving cars, customized product recommendations, real-time pricing, speech and facial recognition are just a few examples proving this truth. Also, think about medical diagnostics or"
89,deep learning,"Deep Learning With Python Illustrated Guide For Beginners And Intermediates ""Learn By Doing Approach"": The Future Is Here! Keras with Tensorflow Back End",William Sullivan,3.67,3,0,"¡Ù¡ÚDeep Learning With Python Illustrated Guide For Beginners And Intermediates ""Learn By Doing Approach¡Ù¡Ú ¡Ù¡ÚThe Future Is Here! Keras with Tensorflow Backend¡Ù¡Ú Deep learning originates from a broader family of machine learning, including supervised and unsupervised learning The python programming language is one of the most popular languages for programmers in the"
90,deep learning,Deeper Learning: 7 Powerful Strategies for In-Depth and Longer-Lasting Learning,"Eric Jensen, Leann Nickelsen",4.11,9,1,"Practical strategies to take your students' understanding from ""So what?"" to ""Wow!"" Based on current brain research and information about differentiated learning, this book for Grades 4-12 outlines the Deeper Learning Cycle (DELC), a teaching model that applies learning and content processing techniques to everyday instruction. This resource features:Chapters explaining"
91,deep learning,Deep Learning: Methods and Applications,"Li Deng, Dong Yu",3.22,9,0,Deep Learning: Methods and Applications provides an overview of general deep learning methodology and its applications to a variety of signal and information processing tasks. The application areas are chosen with the following three criteria in mind: (1) expertise or knowledge of the authors; (2) the application areas that have already been transformed by the successful
92,deep learning,The Learning Challenge: How to Guide Your Students Through the Learning Pit to Achieve Deeper Understanding (Challenging Learning Series),James A. Nottingham,4.06,17,3, 
93,deep learning,Advanced Deep Learning with Keras: Applying GANs and other new deep learning algorithms to the real world,Rowel Atienza,4.22,9,1,Understanding and coding advanced deep learning algorithms with the most intuitive deep learning library in existence Key Features A complete and up-to-date introduction to GANs A complete overview of Keras A dive into advanced deep learning sticking to the essential mathematics Book Description Keras enables a new generation of deep learning developers to access the
