,title,author,rating,rating_NUM,review_NUM,summary
78,Looking for God in Harry Potter,John Granger,4.13,1459,105,"Millions of children, even Christian children, are reading the mega-selling Harry Potter book series and are exposed to the Harry Potter movies. John Granger, a devout Christian, teacher of classic literature, and father of seven children, first read the Harry Potter books so he could explain to his children why they weren't allowed to read them. After intense study,"
79,Harry Potter: Night Journey,J.K. Rowling,4.48,46,0, 
80,The Unofficial Ultimate Harry Potter Spellbook: A complete reference guide to every spell in the wizarding world,Media Lab Books,4.23,310,30,"The Unofficial Ultimate Harry Potter Spellbook is a beautiful, elegantly designed reference that details all of the known spells cast in the Harry Potter films, books, video games and card games, as well as official Harry Potter spinoffs, such as Fantastic Beasts and Where to Find Them.Each spell is given its own entry including spell name, pronunciation details, a"
81,Harry Potter: A Journey Through Potions and Herbology,"Pottermore Publishing, J.K. Rowling",3.83,924,62,"The history of magic is as long as time and as wide as the world. In every culture, in every age, in every place and, probably, in every heart, there is magic. This non-fiction short-form eBook features content which is adapted from the audiobook Harry Potter: A History of Magic inspired by the British Library exhibition of the same name.Potions have been made for"
82,The Deathly Hallows Lectures: The Hogwarts Professor Explains the Final Harry Potter Adventure,John Granger,4.29,589,44,"The fastest-selling book in publication history, HARRY POTTER AND THE DEATHLY HALLOWS was a critical success and is loved by fans around the world. In THE DEATHLY HALLOWS LECTURES, John Granger reveals the Potter finale's brilliant details, themes and meaning, and the answers to questions like these:* What five writing tricks does Joanne Rowling use to work her story"
83,Harry Potter and the Cursed Child: The Journey: Behind the Scenes of the Award-Winning Stage Production,"Harry Potter Theatrical Productions, Jody Revenson",4.26,332,38,"Harry Potter and the Cursed Child is one of the most celebrated stage productions of the past decade. Opening in Londons West End in 2016, on Broadway in 2018 and in Melbourne 2019 and with more productions worldwide still to come (including San Francisco later this year) the play has smashed records, collected countless rave reviews and awards, and captivated audiences"
84,Harry Potter: Cinematic Guide,Felicity Baker,3.96,557,38,"The Essential Film Companion for HARRY POTTER thats perfect for the youngest fans! On his eleventh birthday, Harry Potter received the best gift he could possibly imagine: learning he is a wizard whos been invited to attend Hogwarts School of Witchcraft and Wizardry! Relive Harrys thrilling adventure through all eight HARRY POTTER films: from his first trip to Diagon Alley"
85,Harry James Potter-Evans-Verres and the Methods of Rationality,Eliezer Yudkowsky,4.44,650,51,"Harry Potter and the Methods of Rationality is a work of alternate-universe Harry Potter fan-fiction wherein Petunia Evans has married an Oxford biochemistry professor and young genius Harry grows up fascinated by science and science fiction. When he finds out that he is a wizard, he tries to apply scientific principles to his study of magic, with sometimes surprising"
86,La guia secreta de Harry Potter,El cronista de Salem,3.68,624,91,"Sabias que Hogwarts esta en Escocia? Y que Harry se convirtio en jefe de aurores con solo veintisiete anos? J. K. Rowling no solo ha escrito siete libros que describen al detalle el universo de Harry Potter, sino que ha concedido docenas de entrevistas que despejan todas las dudas sobre el mundo magico que no resolvio la saga, desde las profesiones y descendencia de los"
87,Harry Potter Potions Book: The Unofficial Book of Magic Potions,Sadler Mars,4.04,188,3,"A handbook of magic potions from the Harry Potter universe. A fantastic gift for someone who loves Harry Potter, and has a sense of humor."
88,If Harry Potter Ran General Electric: Leadership Wisdom from the World of the Wizards,Tom Morris,3.95,290,19,"Business author Tom Morris reveals how the leadership secrets, wisdom and insights of Harry Potter's world of wizards applies to the world of business."
89,The Hidden Myths in Harry Potter: Spellbinding Map and Book of Secrets,"David Colbert, Virginia Allyn",4.18,440,12,"Hidden in the Harry Potter stories are references to mythical creatures, legendary characters, real history and J.K. Rowling's own life. This magnificent poster-sized map takes you on a worldwide treasure hunt to uncover those hidden clues. The accompanying book of secrets reveals even more incredible facts behind the magical places and people you will come across on your"
90,Field Guide to Harry Potter,Colin Duriez,4.38,310,5,"Everything you need to know about Harry Potter! From plot summaries to refresh your memory (Do you remember which book introduces the character of Luna Lovegood?) to a delightful glossary of characters, places, spells and special objects (Do you know what the spell aparecium does?), this book, authored by Colin Duriez, is designed to be an excellent companion to the Harry"
91,Harry Potter and International Relations,"Daniel H. Nexon, Iver B. Neumann",4.27,213,6,"Why not take seriously the claim that Harry Potter's world intertwines with our own? In this timely yet otherworldly volume, more than a dozen scholars of international relations join hands to demonstrate how this well-loved artifact of popular culture reflects and shapes our own lifeworld. A wide range of historical and sociological sources shows how Harry's world"
92,Harry Potter: Magical Skies: Enchanted Scene with Transfers,J.K. Rowling,4.67,36,0, 
93,The Ivory Tower and Harry Potter: Perspectives on a Literary Phenomenon,Lana A. Whited,4.12,317,17,"Now available in paper, The Ivory Tower and Harry Potter is the first book-length analysis of J. K. Rowling's work from a broad range of perspectives within literature, folklore, psychology, sociology, and popular culture. A significant portion of the book explores the Harry Potter series' literary ancestors, including magic and fantasy works by Ursula K. LeGuin, Monica"
94,"636 Harry Potter Spells, Facts And Trivia - The Ultimate Wizard Training Guide For Magic (Unofficial Guide Book 4)","Michael Fry, Rowling Stephens",4.41,456,7,"Do you know all 256 Spells? Think you have what it takes to answer all 200 trivia questions? Want to learn 180 unbelievable Harry Potter facts? (Get the e-book absolutely FREE when you purchase the paperback!)This book is filled with all the spells, hexes and curses from the books, movies and video games. Theres facts from the whole Harry Potter series that youll"
95,Hermione Granger's Unofficial Life Lessons and Words of Wisdom: What Would Hermione (from the Harry Potter Series) Say?,Euphemia Pinkerton Noble,3.94,106,4,"If you could ask Hermione Granger, one of the main protagonists of the famous Harry Potter series, a question or seek her advice, what would you ask? We thought about that and created this unofficial book with what we perceive as her thoughts on very important topics in life, such as education, family, friends, dreams, and believing in oneself. Hermione is, without a"
96,Harry James Potter-Evans-Verres and the Professor's Games,Eliezer Yudkowsky,4.55,453,27, 
97,IncrediBuilds: Harry Potter: House-Elves: Deluxe Model and Book Set,Jody Revenson,4.06,35,5,"An insiders look at the beloved house-elves of the Harry Potter films, complete with a do-it-yourself 3D wood model of Dobby!Loyal and devoted to the wizards and witches they serve, house-elves are some of the most beloved magical beings of the wizarding world.With a special focus on Harry Potters friend Dobby, this model and book set provides a thrilling behind-the-scenes"
98,Harry Potter: The Ultimate Harry Potter Character Description Guide (Harry Potter),Thomas  Richards,3.44,255,3,This is the ultimate guide for true Harry Potter fans! It includes over 30 characters ! It includes each of the characters from all 7 Harry Potter books so that you can understand all the in's and out's of each of them. This is for true Harry Potter fans who want to know more about the characters inside this incredible story. It is also for people who are new to the series
99,Harry Potter and the Deathly Hallows by J. K. Rowling Summary & Study Guide,BookRags,4.33,437,15,"Harry Potter and the Deathly Hallows Study Guide consists of approx. 65 pages of summaries and analysis on Harry Potter and the Deathly Hallows by J.K. Rowling.This study guide includes the following sections: Plot Summary, Chapter Summaries & Analysis, Characters, Objects/Places, Themes, Style, Quotes, and Topics for Discussion."
100,New Clues to Harry Potter Book 5: Hints from the Ultimate Unofficial Guide to the Mysteries of Harry Potter,"Galadriel Waters, Astre Mithrandir, E.L. Fossa",4.09,793,14,A guide to J.K. Rowling's fifth Harry Potter book provides hints about the novel and suggests secret subplots for future volumes.
101,Harry Potter Strategy Guide,Wizards of the Coast,4.21,491,9,"-- Features four-color reproductions of every card in the first edition of the Harry Potter trading card game.-- Filled with tips, hints, and strategies to help anyone master this exciting new game.-- From the makers of the Pokemon ""TM"" * trading card game, the only official strategy guide to Wizards of the Coast's new Harry Potter trading card game.-- The J.K. Rowling"
102,New Clues to Harry Potter Book 5: Hints from the Ultimate Unofficial Guide to the Mysteries of Harry Potter,"Galadriel Waters, Astre Mithrandir, E.L. Fossa",4.09,793,14,A guide to J.K. Rowling's fifth Harry Potter book provides hints about the novel and suggests secret subplots for future volumes.
